,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
47790,2024-10-14,Jamaica,Honduras,0.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False
47791,2024-10-14,Trinidad and Tobago,Cuba,3.0,1.0,CONCACAF Nations League,Bacolet,Trinidad and Tobago,False
47792,2024-10-14,Curaçao,Grenada,1.0,0.0,CONCACAF Nations League,Gros Islet,Saint Lucia,True
47793,2024-10-14,Saint Lucia,Saint Martin,0.0,4.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
47794,2024-10-14,Puerto Rico,Sint Maarten,2.0,1.0,CONCACAF Nations League,Oranjestad,Aruba,True
47795,2024-10-14,Aruba,Haiti,3.0,5.0,CONCACAF Nations League,Oranjestad,Aruba,False
47796,2024-10-14,Belgium,France,1.0,2.0,UEFA Nations League,Leuven,Belgium,False
47797,2024-10-14,Italy,Israel,4.0,1.0,UEFA Nations League,Udine,Italy,False
47798,2024-10-14,Bosnia and Herzegovina,Hungary,0.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
47799,2024-10-14,Germany,Netherlands,1.0,0.0,UEFA Nations League,Munich,Germany,False
47800,2024-10-14,Georgia,Albania,0.0,1.0,UEFA Nations League,Tbilisi,Georgia,False
47801,2024-10-14,Ukraine,Czech Republic,1.0,1.0,UEFA Nations League,Wrocław,Poland,True
47802,2024-10-14,Iceland,Turkey,2.0,4.0,UEFA Nations League,Reykjavík,Iceland,False
47803,2024-10-14,Wales,Montenegro,1.0,0.0,UEFA Nations League,Cardiff,Wales,False
47804,2024-10-14,Azerbaijan,Slovakia,1.0,3.0,UEFA Nations League,Baku,Azerbaijan,False
47805,2024-10-14,Estonia,Sweden,0.0,3.0,UEFA Nations League,Tallinn,Estonia,False
47806,2024-10-14,Tajikistan,Philippines,0.0,3.0,King's Cup,Songkhla,Thailand,True
47807,2024-10-14,Thailand,Syria,2.0,1.0,King's Cup,Songkhla,Thailand,False
47808,2024-10-15,Canada,Panama,2.0,1.0,Friendly,Toronto,Canada,False
47809,2024-10-15,Hong Kong,Cambodia,3.0,0.0,Friendly,Hong Kong,Hong Kong,False
47810,2024-10-15,Mexico,United States,2.0,0.0,Friendly,Zapopan,Mexico,False
47811,2024-10-15,Comoros,Tunisia,1.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True
47812,2024-10-15,Lesotho,Gabon,0.0,2.0,African Cup of Nations qualification,Durban,South Africa,True
47813,2024-10-15,Morocco,Central African Republic,4.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False
47814,2024-10-15,Mauritania,Egypt,0.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False
47815,2024-10-15,Botswana,Cape Verde,1.0,0.0,African Cup of Nations qualification,Francistown,Botswana,False
47816,2024-10-15,Rwanda,Benin,2.0,1.0,African Cup of Nations qualification,Kigali,Rwanda,False
47817,2024-10-15,Sudan,Ghana,2.0,0.0,African Cup of Nations qualification,Benghazi,Libya,True
47818,2024-10-15,Niger,Angola,0.0,1.0,African Cup of Nations qualification,Casablanca,Morocco,True
47819,2024-10-15,Chad,Zambia,0.0,1.0,African Cup of Nations qualification,Yaoundé,Cameroon,True
47820,2024-10-15,Sierra Leone,Ivory Coast,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,True
47821,2024-10-15,Tanzania,DR Congo,0.0,2.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
47822,2024-10-15,Ethiopia,Guinea,0.0,3.0,African Cup of Nations qualification,Ebimpé,Ivory Coast,True
47823,2024-10-15,Guinea-Bissau,Mali,0.0,0.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
47824,2024-10-15,South Sudan,Uganda,1.0,2.0,African Cup of Nations qualification,Juba,South Sudan,False
47825,2024-10-15,Congo,South Africa,1.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False
47826,2024-10-15,Malawi,Senegal,0.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,False
47827,2024-10-15,Costa Rica,Guatemala,3.0,0.0,CONCACAF Nations League,San José,Costa Rica,False
47828,2024-10-15,Guadeloupe,Martinique,0.0,0.0,CONCACAF Nations League,Le Gosier,Guadeloupe,False
47829,2024-10-15,Suriname,Guyana,5.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False
47830,2024-10-15,Dominican Republic,Antigua and Barbuda,5.0,0.0,CONCACAF Nations League,Hamilton,Bermuda,True
47831,2024-10-15,Bermuda,Dominica,3.0,2.0,CONCACAF Nations League,Hamilton,Bermuda,False
47832,2024-10-15,Barbados,Bahamas,6.0,2.0,CONCACAF Nations League,Bridgetown,Barbados,False
47833,2024-10-15,Belize,Turks and Caicos Islands,3.0,0.0,CONCACAF Nations League,Belmopan,Belize,False
47834,2024-10-15,Saint Kitts and Nevis,Cayman Islands,1.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
47835,2024-10-15,Scotland,Portugal,0.0,0.0,UEFA Nations League,Glasgow,Scotland,False
47836,2024-10-15,Poland,Croatia,3.0,3.0,UEFA Nations League,Warsaw,Poland,False
47837,2024-10-15,Spain,Serbia,3.0,0.0,UEFA Nations League,Córdoba,Spain,False
47838,2024-10-15,Switzerland,Denmark,2.0,2.0,UEFA Nations League,St. Gallen,Switzerland,False
47839,2024-10-15,Kosovo,Cyprus,3.0,0.0,UEFA Nations League,Pristina,Kosovo,False
47840,2024-10-15,Lithuania,Romania,1.0,2.0,UEFA Nations League,Kaunas,Lithuania,False
47841,2024-10-15,Northern Ireland,Bulgaria,5.0,0.0,UEFA Nations League,Belfast,Northern Ireland,False
47842,2024-10-15,Belarus,Luxembourg,1.0,1.0,UEFA Nations League,Zalaegerszeg,Hungary,True
47843,2024-10-15,Colombia,Chile,4.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
47844,2024-10-15,Paraguay,Venezuela,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
47845,2024-10-15,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
47846,2024-10-15,Argentina,Bolivia,6.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
47847,2024-10-15,Brazil,Peru,4.0,0.0,FIFA World Cup qualification,Brasília,Brazil,False
47848,2024-10-15,Uzbekistan,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
47849,2024-10-15,Iran,Qatar,4.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
47850,2024-10-15,Kyrgyzstan,North Korea,1.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False
47851,2024-10-15,Jordan,Oman,4.0,0.0,FIFA World Cup qualification,Amman,Jordan,False
47852,2024-10-15,Palestine,Kuwait,2.0,2.0,FIFA World Cup qualification,Al Rayyan,Qatar,True
47853,2024-10-15,South Korea,Iraq,3.0,2.0,FIFA World Cup qualification,Yongin,South Korea,False
47854,2024-10-15,Japan,Australia,1.0,1.0,FIFA World Cup qualification,Saitama,Japan,False
47855,2024-10-15,China,Indonesia,2.0,1.0,FIFA World Cup qualification,Qingdao,China,False
47856,2024-10-15,Saudi Arabia,Bahrain,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
47857,2024-10-15,Timor-Leste,Brunei,0.0,0.0,ASEAN Championship qualification,Chonburi,Thailand,True
47858,2024-11-13,Bangladesh,Maldives,0.0,1.0,Friendly,Dhaka,Bangladesh,False
47859,2024-11-13,Tajikistan,Nepal,4.0,0.0,Friendly,Dushanbe,Tajikistan,False
47860,2024-11-13,Liberia,Togo,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False
47861,2024-11-13,Chad,Sierra Leone,1.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True
47862,2024-11-13,Namibia,Cameroon,0.0,0.0,African Cup of Nations qualification,Johannesburg,South Africa,True
47863,2024-11-14,Belgium,Italy,0.0,1.0,UEFA Nations League,Brussels,Belgium,False
47864,2024-11-14,France,Israel,0.0,0.0,UEFA Nations League,Paris,France,False
47865,2024-11-14,Republic of Ireland,Finland,1.0,0.0,UEFA Nations League,Dublin,Republic of Ireland,False
47866,2024-11-14,Greece,England,0.0,3.0,UEFA Nations League,Athens,Greece,False
47867,2024-11-14,Kazakhstan,Austria,0.0,2.0,UEFA Nations League,Almaty,Kazakhstan,False
47868,2024-11-14,Slovenia,Norway,1.0,4.0,UEFA Nations League,Ljubljana,Slovenia,False
47869,2024-11-14,North Macedonia,Latvia,1.0,0.0,UEFA Nations League,Skopje,North Macedonia,False
47870,2024-11-14,Armenia,Faroe Islands,0.0,1.0,UEFA Nations League,Yerevan,Armenia,False
47871,2024-11-14,Montserrat,Saint Vincent and the Grenadines,1.0,2.0,CONCACAF Nations League,San Salvador,El Salvador,True
47872,2024-11-14,El Salvador,Bonaire,1.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False
47873,2024-11-14,Belize,French Guiana,2.0,1.0,CONCACAF Nations League,Belmopan,Belize,False
47874,2024-11-14,Saint Kitts and Nevis,Cuba,2.0,1.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
47875,2024-11-14,Costa Rica,Panama,0.0,1.0,CONCACAF Nations League,San José,Costa Rica,False
47876,2024-11-14,Jamaica,United States,0.0,1.0,CONCACAF Nations League,Kingston,Jamaica,False
47877,2024-11-14,Hong Kong,Philippines,3.0,1.0,Friendly,Hong Kong,Hong Kong,False
47878,2024-11-14,Malaysia,Laos,3.0,1.0,Friendly,Bangkok,Thailand,True
47879,2024-11-14,Malta,Liechtenstein,2.0,0.0,Friendly,Ta' Qali,Malta,False
47880,2024-11-14,Singapore,Myanmar,3.0,2.0,Friendly,Kallang,Singapore,False
47881,2024-11-14,Thailand,Lebanon,0.0,0.0,Friendly,Pathum Thani,Thailand,False
47882,2024-11-14,Venezuela,Brazil,1.0,1.0,FIFA World Cup qualification,Maturín,Venezuela,False
47883,2024-11-14,Ecuador,Bolivia,4.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
47884,2024-11-14,Paraguay,Argentina,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
47885,2024-11-14,Solomon Islands,New Caledonia,2.0,3.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,True
47886,2024-11-14,Papua New Guinea,Fiji,3.0,3.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False
47887,2024-11-14,North Korea,Iran,2.0,3.0,FIFA World Cup qualification,Vientiane,Laos,True
47888,2024-11-14,Qatar,Uzbekistan,3.0,2.0,FIFA World Cup qualification,Al Rayyan,Qatar,False
47889,2024-11-14,United Arab Emirates,Kyrgyzstan,3.0,0.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False
47890,2024-11-14,Kuwait,South Korea,1.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False
47891,2024-11-14,Iraq,Jordan,0.0,0.0,FIFA World Cup qualification,Basra,Iraq,False
47892,2024-11-14,Oman,Palestine,1.0,0.0,FIFA World Cup qualification,Muscat,Oman,False
47893,2024-11-14,Bahrain,China,0.0,1.0,FIFA World Cup qualification,Riffa,Bahrain,False
47894,2024-11-14,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False
47895,2024-11-14,Madagascar,Tunisia,2.0,3.0,African Cup of Nations qualification,Pretoria,South Africa,True
47896,2024-11-14,Lesotho,Central African Republic,1.0,0.0,African Cup of Nations qualification,Bloemfontein,South Africa,True
47897,2024-11-14,Rwanda,Libya,0.0,1.0,African Cup of Nations qualification,Kigali,Rwanda,False
47898,2024-11-14,Benin,Nigeria,1.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True
47899,2024-11-14,Equatorial Guinea,Algeria,0.0,0.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False
47900,2024-11-14,Niger,Sudan,4.0,0.0,African Cup of Nations qualification,Lomé,Togo,True
47901,2024-11-14,South Sudan,Congo,3.0,2.0,African Cup of Nations qualification,Juba,South Sudan,False
47902,2024-11-14,Burundi,Malawi,0.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True
47903,2024-11-14,Burkina Faso,Senegal,0.0,1.0,African Cup of Nations qualification,Bamako,Mali,True
47904,2024-11-15,Portugal,Poland,5.0,1.0,UEFA Nations League,Porto,Portugal,False
47905,2024-11-15,Scotland,Croatia,1.0,0.0,UEFA Nations League,Glasgow,Scotland,False
47906,2024-11-15,Denmark,Spain,1.0,2.0,UEFA Nations League,Copenhagen,Denmark,False
47907,2024-11-15,Switzerland,Serbia,1.0,1.0,UEFA Nations League,Zürich,Switzerland,False
47908,2024-11-15,Cyprus,Lithuania,2.0,1.0,UEFA Nations League,Larnaca,Cyprus,False
47909,2024-11-15,Romania,Kosovo,0.0,0.0,UEFA Nations League,Bucharest,Romania,False
47910,2024-11-15,Northern Ireland,Belarus,2.0,0.0,UEFA Nations League,Belfast,Northern Ireland,False
47911,2024-11-15,Luxembourg,Bulgaria,0.0,1.0,UEFA Nations League,Luxembourg,Luxembourg,False
47912,2024-11-15,San Marino,Gibraltar,1.0,1.0,UEFA Nations League,Serravalle,San Marino,False
47913,2024-11-15,Saint Lucia,Grenada,0.0,4.0,CONCACAF Nations League,Willemstad,Curaçao,True
47914,2024-11-15,Curaçao,Saint Martin,5.0,0.0,CONCACAF Nations League,Willemstad,Curaçao,False
47915,2024-11-15,Puerto Rico,Aruba,5.0,1.0,CONCACAF Nations League,Mayagüez,Puerto Rico,False
47916,2024-11-15,Sint Maarten,Haiti,0.0,8.0,CONCACAF Nations League,Mayagüez,Puerto Rico,True
47917,2024-11-15,Barbados,Guyana,1.0,4.0,CONCACAF Nations League,Bridgetown,Barbados,False
47918,2024-11-15,Cayman Islands,Guadeloupe,0.0,6.0,CONCACAF Nations League,George Town,Cayman Islands,False
47919,2024-11-15,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,San Pedro Sula,Honduras,False
47920,2024-11-15,Suriname,Canada,0.0,1.0,CONCACAF Nations League,Paramaribo,Suriname,False
47921,2024-11-15,Peru,Chile,0.0,0.0,FIFA World Cup qualification,Lima,Peru,False
47922,2024-11-15,Uruguay,Colombia,3.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False
47923,2024-11-15,Samoa,Tahiti,0.0,3.0,FIFA World Cup qualification,Hamilton,New Zealand,True
47924,2024-11-15,New Zealand,Vanuatu,8.0,1.0,FIFA World Cup qualification,Hamilton,New Zealand,False
47925,2024-11-15,Indonesia,Japan,0.0,4.0,FIFA World Cup qualification,Jakarta,Indonesia,False
47926,2024-11-15,Russia,Brunei,2.0,1.0,Friendly,Krasnodar,Russia,False
47927,2024-11-15,Gambia,Comoros,1.0,2.0,African Cup of Nations qualification,Berkane,Morocco,True
47928,2024-11-15,Gabon,Morocco,1.0,5.0,African Cup of Nations qualification,Franceville,Gabon,False
47929,2024-11-15,Botswana,Mauritania,1.0,1.0,African Cup of Nations qualification,Francistown,Botswana,False
47930,2024-11-15,Cape Verde,Egypt,1.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False
47931,2024-11-15,Angola,Ghana,1.0,1.0,African Cup of Nations qualification,Talatona,Angola,False
47932,2024-11-15,Zambia,Ivory Coast,1.0,0.0,African Cup of Nations qualification,Ndola,Zambia,False
47933,2024-11-15,Eswatini,Guinea-Bissau,1.0,1.0,African Cup of Nations qualification,Mbombela,South Africa,True
47934,2024-11-15,Mozambique,Mali,0.0,1.0,African Cup of Nations qualification,Maputo,Mozambique,False
47935,2024-11-15,Zimbabwe,Kenya,1.0,1.0,African Cup of Nations qualification,Polokwane,South Africa,True
47936,2024-11-15,Uganda,South Africa,0.0,2.0,African Cup of Nations qualification,Kampala,Uganda,False
47937,2024-11-16,Germany,Bosnia and Herzegovina,7.0,0.0,UEFA Nations League,Freiburg,Germany,False
47938,2024-11-16,Netherlands,Hungary,4.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False
47939,2024-11-16,Albania,Czech Republic,0.0,0.0,UEFA Nations League,Tirana,Albania,False
47940,2024-11-16,Georgia,Ukraine,1.0,1.0,UEFA Nations League,Batumi,Georgia,False
47941,2024-11-16,Montenegro,Iceland,0.0,2.0,UEFA Nations League,Nikšić,Montenegro,False
47942,2024-11-16,Turkey,Wales,0.0,0.0,UEFA Nations League,Kayseri,Turkey,False
47943,2024-11-16,Azerbaijan,Estonia,0.0,0.0,UEFA Nations League,Gabala,Azerbaijan,False
47944,2024-11-16,Sweden,Slovakia,2.0,1.0,UEFA Nations League,Solna,Sweden,False
47945,2024-11-16,Andorra,Moldova,0.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False
47946,2024-11-16,Bermuda,Antigua and Barbuda,2.0,1.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,True
47947,2024-11-16,Dominican Republic,Dominica,6.0,1.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,False
47948,2024-11-16,Bangladesh,Maldives,2.0,1.0,Friendly,Dhaka,Bangladesh,False
47949,2024-11-16,Nepal,Afghanistan,2.0,0.0,Friendly,Dushanbe,Tajikistan,True
47950,2024-11-16,Sri Lanka,Yemen,1.0,0.0,Friendly,Al Khor,Qatar,True
47951,2024-11-16,Ethiopia,Tanzania,0.0,2.0,African Cup of Nations qualification,Kinshasa,DR Congo,True
47952,2024-11-16,Guinea,DR Congo,1.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True
47953,2024-11-17,Israel,Belgium,1.0,0.0,UEFA Nations League,Budapest,Hungary,True
47954,2024-11-17,Italy,France,1.0,3.0,UEFA Nations League,Milan,Italy,False
47955,2024-11-17,England,Republic of Ireland,5.0,0.0,UEFA Nations League,London,England,False
47956,2024-11-17,Finland,Greece,0.0,2.0,UEFA Nations League,Helsinki,Finland,False
47957,2024-11-17,Norway,Kazakhstan,5.0,0.0,UEFA Nations League,Oslo,Norway,False
47958,2024-11-17,Austria,Slovenia,1.0,1.0,UEFA Nations League,Vienna,Austria,False
47959,2024-11-17,North Macedonia,Faroe Islands,1.0,0.0,UEFA Nations League,Skopje,North Macedonia,False
47960,2024-11-17,Latvia,Armenia,1.0,2.0,UEFA Nations League,Riga,Latvia,False
47961,2024-11-17,Saint Vincent and the Grenadines,Bonaire,3.0,1.0,CONCACAF Nations League,San Salvador,El Salvador,True
47962,2024-11-17,El Salvador,Montserrat,1.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False
47963,2024-11-17,Thailand,Laos,1.0,1.0,Friendly,Pathum Thani,Thailand,False
47964,2024-11-17,Fiji,New Caledonia,1.0,1.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,True
47965,2024-11-17,Papua New Guinea,Solomon Islands,1.0,2.0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False
47966,2024-11-17,Algeria,Liberia,5.0,1.0,African Cup of Nations qualification,Tizi Ouzou,Algeria,False
47967,2024-11-17,Togo,Equatorial Guinea,3.0,0.0,African Cup of Nations qualification,Lomé,Togo,False
47968,2024-11-18,Croatia,Portugal,1.0,1.0,UEFA Nations League,Split,Croatia,False
47969,2024-11-18,Poland,Scotland,1.0,2.0,UEFA Nations League,Warsaw,Poland,False
47970,2024-11-18,Serbia,Denmark,0.0,0.0,UEFA Nations League,Leskovac,Serbia,False
47971,2024-11-18,Spain,Switzerland,3.0,2.0,UEFA Nations League,Santa Cruz de Tenerife,Spain,False
47972,2024-11-18,Kosovo,Lithuania,1.0,0.0,UEFA Nations League,Pristina,Kosovo,False
47973,2024-11-18,Romania,Cyprus,4.0,1.0,UEFA Nations League,Bucharest,Romania,False
47974,2024-11-18,Luxembourg,Northern Ireland,2.0,2.0,UEFA Nations League,Luxembourg,Luxembourg,False
47975,2024-11-18,Bulgaria,Belarus,1.0,1.0,UEFA Nations League,Sofia,Bulgaria,False
47976,2024-11-18,Liechtenstein,San Marino,1.0,3.0,UEFA Nations League,Vaduz,Liechtenstein,False
47977,2024-11-18,Grenada,Saint Martin,0.0,3.0,CONCACAF Nations League,Gros Islet,Saint Lucia,True
47978,2024-11-18,Saint Lucia,Curaçao,1.0,4.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
47979,2024-11-18,Aruba,Sint Maarten,0.0,1.0,CONCACAF Nations League,Mayagüez,Puerto Rico,True
47980,2024-11-18,Puerto Rico,Haiti,0.0,3.0,CONCACAF Nations League,Mayagüez,Puerto Rico,False
47981,2024-11-18,Cuba,Saint Kitts and Nevis,4.0,0.0,CONCACAF Nations League,Santiago de Cuba,Cuba,False
47982,2024-11-18,Panama,Costa Rica,2.0,2.0,CONCACAF Nations League,Panama City,Panama,False
47983,2024-11-18,United States,Jamaica,4.0,2.0,CONCACAF Nations League,St. Louis,United States,False
47984,2024-11-18,India,Malaysia,1.0,1.0,Friendly,Hyderabad,India,False
47985,2024-11-18,Singapore,Taiwan,2.0,3.0,Friendly,Kallang,Singapore,False
47986,2024-11-18,Tahiti,Vanuatu,2.0,0.0,FIFA World Cup qualification,Auckland,New Zealand,True
47987,2024-11-18,New Zealand,Samoa,8.0,0.0,FIFA World Cup qualification,Auckland,New Zealand,False
47988,2024-11-18,Tunisia,Gambia,0.0,1.0,African Cup of Nations qualification,Tunis,Tunisia,False
47989,2024-11-18,Comoros,Madagascar,1.0,0.0,African Cup of Nations qualification,Al Hoceima,Morocco,True
47990,2024-11-18,Morocco,Lesotho,7.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False
47991,2024-11-18,Central African Republic,Gabon,0.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,True
47992,2024-11-18,Nigeria,Rwanda,1.0,2.0,African Cup of Nations qualification,Uyo,Nigeria,False
47993,2024-11-18,Libya,Benin,0.0,0.0,African Cup of Nations qualification,Tripoli,Libya,False
47994,2024-11-18,Ghana,Niger,1.0,2.0,African Cup of Nations qualification,Accra,Ghana,False
47995,2024-11-18,Sudan,Angola,0.0,0.0,African Cup of Nations qualification,Benghazi,Libya,True
47996,2024-11-18,Malawi,Burkina Faso,3.0,0.0,African Cup of Nations qualification,Lilongwe,Malawi,False
47997,2024-11-19,Bosnia and Herzegovina,Netherlands,1.0,1.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
47998,2024-11-19,Hungary,Germany,1.0,1.0,UEFA Nations League,Budapest,Hungary,False
47999,2024-11-19,Albania,Ukraine,1.0,2.0,UEFA Nations League,Tirana,Albania,False
48000,2024-11-19,Czech Republic,Georgia,2.0,1.0,UEFA Nations League,Olomouc,Czech Republic,False
48001,2024-11-19,Wales,Iceland,4.0,1.0,UEFA Nations League,Cardiff,Wales,False
48002,2024-11-19,Montenegro,Turkey,3.0,1.0,UEFA Nations League,Podgorica,Montenegro,False
48003,2024-11-19,Slovakia,Estonia,1.0,0.0,UEFA Nations League,Trnava,Slovakia,False
48004,2024-11-19,Sweden,Azerbaijan,6.0,0.0,UEFA Nations League,Solna,Sweden,False
48005,2024-11-19,Malta,Andorra,0.0,0.0,UEFA Nations League,Ta' Qali,Malta,False
48006,2024-11-19,Antigua and Barbuda,Dominica,0.0,0.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,True
48007,2024-11-19,Dominican Republic,Bermuda,6.0,1.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,False
48008,2024-11-19,French Guiana,Belize,2.0,2.0,CONCACAF Nations League,Paramaribo,Suriname,True
48009,2024-11-19,Guadeloupe,Cayman Islands,1.0,0.0,CONCACAF Nations League,Le Gosier,Guadeloupe,False
48010,2024-11-19,Guyana,Barbados,5.0,3.0,CONCACAF Nations League,Georgetown,Guyana,False
48011,2024-11-19,Canada,Suriname,3.0,0.0,CONCACAF Nations League,Toronto,Canada,False
48012,2024-11-19,Mexico,Honduras,4.0,0.0,CONCACAF Nations League,Toluca,Mexico,False
48013,2024-11-19,Gibraltar,Moldova,1.0,1.0,Friendly,Gibraltar,Gibraltar,False
48014,2024-11-19,Hong Kong,Mauritius,1.0,0.0,Friendly,Hong Kong,Hong Kong,False
48015,2024-11-19,Myanmar,Lebanon,2.0,3.0,Friendly,Yangon,Myanmar,False
48016,2024-11-19,Russia,Syria,4.0,0.0,Friendly,Volgograd,Russia,False
48017,2024-11-19,Sri Lanka,Yemen,0.0,2.0,Friendly,Al Khor,Qatar,True
48018,2024-11-19,Tajikistan,Afghanistan,3.0,1.0,Friendly,Dushanbe,Tajikistan,False
48019,2024-11-19,Bolivia,Paraguay,2.0,2.0,FIFA World Cup qualification,El Alto,Bolivia,False
48020,2024-11-19,Colombia,Ecuador,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
48021,2024-11-19,Argentina,Peru,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
48022,2024-11-19,Chile,Venezuela,4.0,2.0,FIFA World Cup qualification,Santiago,Chile,False
48023,2024-11-19,Brazil,Uruguay,1.0,1.0,FIFA World Cup qualification,Salvador,Brazil,False
48024,2024-11-19,North Korea,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Vientiane,Laos,True
48025,2024-11-19,Kyrgyzstan,Iran,2.0,3.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False
48026,2024-11-19,United Arab Emirates,Qatar,5.0,0.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False
48027,2024-11-19,Palestine,South Korea,1.0,1.0,FIFA World Cup qualification,Amman,Jordan,True
48028,2024-11-19,Oman,Iraq,0.0,1.0,FIFA World Cup qualification,Muscat,Oman,False
48029,2024-11-19,Kuwait,Jordan,1.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,False
48030,2024-11-19,Bahrain,Australia,2.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False
48031,2024-11-19,Indonesia,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False
48032,2024-11-19,China,Japan,1.0,3.0,FIFA World Cup qualification,Xiamen,China,False
48033,2024-11-19,Egypt,Botswana,1.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False
48034,2024-11-19,Mauritania,Cape Verde,1.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False
48035,2024-11-19,Ivory Coast,Chad,4.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False
48036,2024-11-19,Sierra Leone,Zambia,0.0,2.0,African Cup of Nations qualification,Monrovia,Liberia,True
48037,2024-11-19,DR Congo,Ethiopia,1.0,2.0,African Cup of Nations qualification,Kinshasa,DR Congo,False
48038,2024-11-19,Tanzania,Guinea,1.0,0.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
48039,2024-11-19,Mali,Eswatini,6.0,0.0,African Cup of Nations qualification,Bamako,Mali,False
48040,2024-11-19,Guinea-Bissau,Mozambique,1.0,2.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
48041,2024-11-19,Cameroon,Zimbabwe,2.0,1.0,African Cup of Nations qualification,Yaoundé,Cameroon,False
48042,2024-11-19,Kenya,Namibia,0.0,0.0,African Cup of Nations qualification,Polokwane,South Africa,True
48043,2024-11-19,South Africa,South Sudan,3.0,0.0,African Cup of Nations qualification,Cape Town,South Africa,False
48044,2024-11-19,Congo,Uganda,0.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False
48045,2024-11-19,Senegal,Burundi,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False
48046,2024-12-08,Cambodia,Malaysia,2.0,2.0,ASEAN Championship,Phnom Penh,Cambodia,False
48047,2024-12-08,Timor-Leste,Thailand,0.0,10.0,ASEAN Championship,Hanoi,Vietnam,True
48048,2024-12-08,Hong Kong,Mongolia,3.0,0.0,EAFF Championship qualification,Hong Kong,Hong Kong,False
