,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
46655,2023-11-15,DR Congo,Mauritania,2.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
46656,2023-11-15,Rwanda,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Butare,Rwanda,False
46657,2023-11-15,Equatorial Guinea,Namibia,0.0,3.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False
46658,2023-11-15,Belgium,Serbia,1.0,0.0,Friendly,Leuven,Belgium,False
46659,2023-11-15,Israel,Switzerland,1.0,1.0,UEFA Euro qualification,Felcsút,Hungary,True
46660,2023-11-16,Sint Maarten,Guadeloupe,0.0,2.0,CONCACAF Nations League,Bridgetown,Barbados,True
46661,2023-11-16,Saint Kitts and Nevis,Saint Lucia,0.0,0.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
46662,2023-11-16,United States Virgin Islands,Aruba,1.0,4.0,CONCACAF Nations League,Saint Croix,United States Virgin Islands,False
46663,2023-11-16,British Virgin Islands,Dominica,1.0,2.0,CONCACAF Nations League,Road Town,British Virgin Islands,False
46664,2023-11-16,Costa Rica,Panama,0.0,3.0,CONCACAF Nations League,San José,Costa Rica,False
46665,2023-11-16,United States,Trinidad and Tobago,3.0,0.0,CONCACAF Nations League,Austin,United States,False
46666,2023-11-16,Bolivia,Peru,2.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False
46667,2023-11-16,Venezuela,Ecuador,0.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False
46668,2023-11-16,Colombia,Brazil,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
46669,2023-11-16,Argentina,Uruguay,0.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
46670,2023-11-16,Chile,Paraguay,0.0,0.0,FIFA World Cup qualification,Santiago,Chile,False
46671,2023-11-16,Qatar,Afghanistan,8.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,False
46672,2023-11-16,Kuwait,India,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,False
46673,2023-11-16,Japan,Myanmar,5.0,0.0,FIFA World Cup qualification,Suita,Japan,False
46674,2023-11-16,Syria,North Korea,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True
46675,2023-11-16,Thailand,China,1.0,2.0,FIFA World Cup qualification,Bangkok,Thailand,False
46676,2023-11-16,South Korea,Singapore,5.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False
46677,2023-11-16,Oman,Taiwan,3.0,0.0,FIFA World Cup qualification,Muscat,Oman,False
46678,2023-11-16,Malaysia,Kyrgyzstan,4.0,3.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False
46679,2023-11-16,Iran,Hong Kong,4.0,0.0,FIFA World Cup qualification,Tehran,Iran,False
46680,2023-11-16,Turkmenistan,Uzbekistan,1.0,3.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False
46681,2023-11-16,Iraq,Indonesia,5.0,1.0,FIFA World Cup qualification,Basra,Iraq,False
46682,2023-11-16,Philippines,Vietnam,0.0,2.0,FIFA World Cup qualification,Manila,Philippines,False
46683,2023-11-16,Tajikistan,Jordan,1.0,1.0,FIFA World Cup qualification,Dushanbe,Tajikistan,False
46684,2023-11-16,Saudi Arabia,Pakistan,4.0,0.0,FIFA World Cup qualification,Al Hofuf,Saudi Arabia,False
46685,2023-11-16,United Arab Emirates,Nepal,4.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,False
46686,2023-11-16,Yemen,Bahrain,0.0,2.0,FIFA World Cup qualification,Abha,Saudi Arabia,True
46687,2023-11-16,Lebanon,Palestine,0.0,0.0,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
46688,2023-11-16,Australia,Bangladesh,7.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False
46689,2023-11-16,Egypt,Djibouti,6.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
46690,2023-11-16,Sudan,Togo,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,True
46691,2023-11-16,Nigeria,Lesotho,1.0,1.0,FIFA World Cup qualification,Uyo,Nigeria,False
46692,2023-11-16,Cape Verde,Angola,0.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False
46693,2023-11-16,Burundi,Gambia,3.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
46694,2023-11-16,Gabon,Kenya,2.0,1.0,FIFA World Cup qualification,Franceville,Gabon,False
46695,2023-11-16,Botswana,Mozambique,2.0,3.0,FIFA World Cup qualification,Francistown,Botswana,False
46696,2023-11-16,Algeria,Somalia,3.0,1.0,FIFA World Cup qualification,Algiers,Algeria,False
46697,2023-11-16,Curaçao,El Salvador,1.0,1.0,Friendly,Willemstad,Curaçao,False
46698,2023-11-16,Norway,Faroe Islands,2.0,0.0,Friendly,Oslo,Norway,False
46699,2023-11-16,Cyprus,Spain,1.0,3.0,UEFA Euro qualification,Limassol,Cyprus,False
46700,2023-11-16,Georgia,Scotland,2.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False
46701,2023-11-16,Estonia,Austria,0.0,2.0,UEFA Euro qualification,Tallinn,Estonia,False
46702,2023-11-16,Azerbaijan,Sweden,3.0,0.0,UEFA Euro qualification,Baku,Azerbaijan,False
46703,2023-11-16,Bulgaria,Hungary,2.0,2.0,UEFA Euro qualification,Sofia,Bulgaria,False
46704,2023-11-16,Montenegro,Lithuania,2.0,0.0,UEFA Euro qualification,Podgorica,Montenegro,False
46705,2023-11-16,Liechtenstein,Portugal,0.0,2.0,UEFA Euro qualification,Vaduz,Liechtenstein,False
46706,2023-11-16,Luxembourg,Bosnia and Herzegovina,4.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False
46707,2023-11-16,Slovakia,Iceland,4.0,2.0,UEFA Euro qualification,Bratislava,Slovakia,False
46708,2023-11-17,Montserrat,Dominican Republic,2.0,1.0,CONCACAF Nations League,Lookout,Montserrat,False
46709,2023-11-17,Barbados,Nicaragua,0.0,4.0,CONCACAF Nations League,Bridgetown,Barbados,False
46710,2023-11-17,Bermuda,Saint Vincent and the Grenadines,3.0,1.0,CONCACAF Nations League,Devonshire Parish,Bermuda,False
46711,2023-11-17,Belize,French Guiana,1.0,0.0,CONCACAF Nations League,Belmopan,Belize,False
46712,2023-11-17,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,Tegucigalpa,Honduras,False
46713,2023-11-17,Burkina Faso,Guinea-Bissau,1.0,1.0,FIFA World Cup qualification,Marrakesh,Morocco,True
46714,2023-11-17,Eswatini,Libya,0.0,1.0,FIFA World Cup qualification,Mbombela,South Africa,True
46715,2023-11-17,Cameroon,Mauritius,3.0,0.0,FIFA World Cup qualification,Douala,Cameroon,False
46716,2023-11-17,Zambia,Congo,4.0,2.0,FIFA World Cup qualification,Ndola,Zambia,False
46717,2023-11-17,Ivory Coast,Seychelles,9.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False
46718,2023-11-17,Guinea,Uganda,2.0,1.0,FIFA World Cup qualification,Berkane,Morocco,True
46719,2023-11-17,Liberia,Malawi,0.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,False
46720,2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False
46721,2023-11-17,Comoros,Central African Republic,4.0,2.0,FIFA World Cup qualification,Moroni,Comoros,False
46722,2023-11-17,Ghana,Madagascar,1.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False
46723,2023-11-17,Mali,Chad,3.0,1.0,FIFA World Cup qualification,Bamako,Mali,False
46724,2023-11-17,Greece,New Zealand,2.0,0.0,Friendly,Athens,Greece,False
46725,2023-11-17,England,Malta,2.0,0.0,UEFA Euro qualification,London,England,False
46726,2023-11-17,Italy,North Macedonia,5.0,2.0,UEFA Euro qualification,Rome,Italy,False
46727,2023-11-17,Moldova,Albania,1.0,1.0,UEFA Euro qualification,Chișinău,Moldova,False
46728,2023-11-17,Poland,Czech Republic,1.0,1.0,UEFA Euro qualification,Warsaw,Poland,False
46729,2023-11-17,Finland,Northern Ireland,4.0,0.0,UEFA Euro qualification,Helsinki,Finland,False
46730,2023-11-17,Denmark,Slovenia,2.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False
46731,2023-11-17,Kazakhstan,San Marino,3.0,1.0,UEFA Euro qualification,Astana,Kazakhstan,False
46732,2023-11-17,Papua New Guinea,Tuvalu,3.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46733,2023-11-17,Solomon Islands,Samoa,1.0,0.0,Pacific Games,Honiara,Solomon Islands,False
46734,2023-11-18,Antigua and Barbuda,Puerto Rico,2.0,3.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,False
46735,2023-11-18,Anguilla,Bonaire,0.0,3.0,CONCACAF Nations League,The Valley,Anguilla,False
46736,2023-11-18,Jamaica,Canada,1.0,2.0,CONCACAF Nations League,Kingston,Jamaica,False
46737,2023-11-18,Senegal,South Sudan,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False
46738,2023-11-18,South Africa,Benin,2.0,1.0,FIFA World Cup qualification,Durban,South Africa,False
46739,2023-11-18,Niger,Tanzania,0.0,1.0,FIFA World Cup qualification,Marrakesh,Morocco,True
46740,2023-11-18,Germany,Turkey,2.0,3.0,Friendly,Berlin,Germany,False
46741,2023-11-18,France,Gibraltar,14.0,0.0,UEFA Euro qualification,Nice,France,False
46742,2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False
46743,2023-11-18,Armenia,Wales,1.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False
46744,2023-11-18,Latvia,Croatia,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False
46745,2023-11-18,Belarus,Andorra,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,True
46746,2023-11-18,Switzerland,Kosovo,1.0,1.0,UEFA Euro qualification,Basel,Switzerland,False
46747,2023-11-18,Israel,Romania,1.0,2.0,UEFA Euro qualification,Felcsút,Hungary,True
46748,2023-11-18,New Caledonia,Tonga,7.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46749,2023-11-18,Fiji,Northern Mariana Islands,10.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46750,2023-11-19,Guadeloupe,Saint Kitts and Nevis,5.0,0.0,CONCACAF Nations League,Sainte-Anne,Guadeloupe,False
46751,2023-11-19,Saint Lucia,Sint Maarten,1.0,2.0,CONCACAF Nations League,Gros Islet,Saint Lucia,False
46752,2023-11-19,Sierra Leone,Egypt,0.0,2.0,FIFA World Cup qualification,Monrovia,Liberia,True
46753,2023-11-19,Sudan,DR Congo,1.0,0.0,FIFA World Cup qualification,Benghazi,Libya,True
46754,2023-11-19,Zimbabwe,Nigeria,1.0,1.0,FIFA World Cup qualification,Butare,Rwanda,True
46755,2023-11-19,Burundi,Gabon,1.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
46756,2023-11-19,Mozambique,Algeria,0.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,False
46757,2023-11-19,Cyprus,Lithuania,1.0,0.0,Friendly,Limassol,Cyprus,False
46758,2023-11-19,Scotland,Norway,3.0,3.0,UEFA Euro qualification,Glasgow,Scotland,False
46759,2023-11-19,Spain,Georgia,3.0,1.0,UEFA Euro qualification,Valladolid,Spain,False
46760,2023-11-19,Belgium,Azerbaijan,5.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
46761,2023-11-19,Sweden,Estonia,2.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False
46762,2023-11-19,Hungary,Montenegro,3.0,1.0,UEFA Euro qualification,Budapest,Hungary,False
46763,2023-11-19,Serbia,Bulgaria,2.0,2.0,UEFA Euro qualification,Leskovac,Serbia,False
46764,2023-11-19,Portugal,Iceland,2.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False
46765,2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
46766,2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False
46767,2023-11-20,Montserrat,Barbados,4.0,2.0,CONCACAF Nations League,Lookout,Montserrat,False
46768,2023-11-20,Aruba,Cayman Islands,5.0,1.0,CONCACAF Nations League,Oranjestad,Aruba,False
46769,2023-11-20,Dominica,Turks and Caicos Islands,2.0,0.0,CONCACAF Nations League,Road Town,British Virgin Islands,True
46770,2023-11-20,Panama,Costa Rica,3.0,1.0,CONCACAF Nations League,Panama City,Panama,False
46771,2023-11-20,Trinidad and Tobago,United States,2.0,1.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False
46772,2023-11-20,Djibouti,Guinea-Bissau,0.0,1.0,FIFA World Cup qualification,Cairo,Egypt,True
46773,2023-11-20,Gambia,Ivory Coast,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True
46774,2023-11-20,Seychelles,Kenya,0.0,5.0,FIFA World Cup qualification,Abidjan,Ivory Coast,True
46775,2023-11-20,Liberia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,False
46776,2023-11-20,Mali,Central African Republic,1.0,1.0,FIFA World Cup qualification,Bamako,Mali,False
46777,2023-11-20,Chad,Madagascar,0.0,3.0,FIFA World Cup qualification,Oujda,Morocco,True
46778,2023-11-20,Curaçao,El Salvador,1.0,1.0,Friendly,Willemstad,Curaçao,False
46779,2023-11-20,Russia,Cuba,8.0,0.0,Friendly,Volgograd,Russia,False
46780,2023-11-20,North Macedonia,England,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False
46781,2023-11-20,Ukraine,Italy,0.0,0.0,UEFA Euro qualification,Leverkusen,Germany,True
46782,2023-11-20,Albania,Faroe Islands,0.0,0.0,UEFA Euro qualification,Tirana,Albania,False
46783,2023-11-20,Czech Republic,Moldova,3.0,0.0,UEFA Euro qualification,Olomouc,Czech Republic,False
46784,2023-11-20,Northern Ireland,Denmark,2.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False
46785,2023-11-20,San Marino,Finland,1.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False
46786,2023-11-20,Slovenia,Kazakhstan,2.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False
46787,2023-11-20,Tuvalu,Vanuatu,0.0,6.0,Pacific Games,Honiara,Solomon Islands,True
46788,2023-11-20,Samoa,American Samoa,10.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46789,2023-11-21,Nicaragua,Dominican Republic,0.0,0.0,CONCACAF Nations League,Managua,Nicaragua,False
46790,2023-11-21,French Guiana,Bermuda,3.0,0.0,CONCACAF Nations League,Fort-de-France,Martinique,True
46791,2023-11-21,Saint Vincent and the Grenadines,Belize,3.0,0.0,CONCACAF Nations League,Saint George's,Saint Vincent and the Grenadines,False
46792,2023-11-21,Guyana,Antigua and Barbuda,6.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True
46793,2023-11-21,Puerto Rico,Bahamas,6.0,1.0,CONCACAF Nations League,Bayamón,Puerto Rico,False
46794,2023-11-21,Bonaire,Saint Martin,0.0,4.0,CONCACAF Nations League,Rincon,Bonaire,False
46795,2023-11-21,Canada,Jamaica,2.0,3.0,CONCACAF Nations League,Toronto,Canada,False
46796,2023-11-21,Mexico,Honduras,2.0,0.0,CONCACAF Nations League,Mexico City,Mexico,False
46797,2023-11-21,Ecuador,Chile,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
46798,2023-11-21,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
46799,2023-11-21,Uruguay,Bolivia,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
46800,2023-11-21,Peru,Venezuela,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False
46801,2023-11-21,Brazil,Argentina,0.0,1.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
46802,2023-11-21,India,Qatar,0.0,3.0,FIFA World Cup qualification,Bhubaneswar,India,False
46803,2023-11-21,Afghanistan,Kuwait,0.0,4.0,FIFA World Cup qualification,Dammam,Saudi Arabia,True
46804,2023-11-21,Myanmar,North Korea,1.0,6.0,FIFA World Cup qualification,Yangon,Myanmar,False
46805,2023-11-21,Syria,Japan,0.0,5.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True
46806,2023-11-21,China,South Korea,0.0,3.0,FIFA World Cup qualification,Shenzhen,China,False
46807,2023-11-21,Singapore,Thailand,1.0,3.0,FIFA World Cup qualification,Kallang,Singapore,False
46808,2023-11-21,Taiwan,Malaysia,0.0,1.0,FIFA World Cup qualification,Taipei,Taiwan,False
46809,2023-11-21,Kyrgyzstan,Oman,1.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False
46810,2023-11-21,Uzbekistan,Iran,2.0,2.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
46811,2023-11-21,Hong Kong,Turkmenistan,2.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False
46812,2023-11-21,Philippines,Indonesia,1.0,1.0,FIFA World Cup qualification,Manila,Philippines,False
46813,2023-11-21,Vietnam,Iraq,0.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,False
46814,2023-11-21,Pakistan,Tajikistan,1.0,6.0,FIFA World Cup qualification,Islamabad,Pakistan,False
46815,2023-11-21,Jordan,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False
46816,2023-11-21,Bahrain,United Arab Emirates,0.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False
46817,2023-11-21,Nepal,Yemen,0.0,2.0,FIFA World Cup qualification,Kathmandu,Nepal,False
46818,2023-11-21,Palestine,Australia,0.0,1.0,FIFA World Cup qualification,Kuwait City,Kuwait,True
46819,2023-11-21,Bangladesh,Lebanon,1.0,1.0,FIFA World Cup qualification,Dhaka,Bangladesh,False
46820,2023-11-21,Ethiopia,Burkina Faso,0.0,3.0,FIFA World Cup qualification,El Jadida,Morocco,True
46821,2023-11-21,South Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,True
46822,2023-11-21,Togo,Senegal,0.0,0.0,FIFA World Cup qualification,Lomé,Togo,False
46823,2023-11-21,Lesotho,Benin,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,True
46824,2023-11-21,Rwanda,South Africa,2.0,0.0,FIFA World Cup qualification,Butare,Rwanda,False
46825,2023-11-21,Eswatini,Cape Verde,0.0,2.0,FIFA World Cup qualification,Mbombela,South Africa,True
46826,2023-11-21,Libya,Cameroon,1.0,1.0,FIFA World Cup qualification,Benghazi,Libya,False
46827,2023-11-21,Mauritius,Angola,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False
46828,2023-11-21,Niger,Zambia,2.0,1.0,FIFA World Cup qualification,Marrakesh,Morocco,True
46829,2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False
46830,2023-11-21,Somalia,Uganda,0.0,1.0,FIFA World Cup qualification,Berkane,Morocco,True
46831,2023-11-21,Botswana,Guinea,1.0,0.0,FIFA World Cup qualification,Francistown,Botswana,False
46832,2023-11-21,Malawi,Tunisia,0.0,1.0,FIFA World Cup qualification,Lilongwe,Malawi,False
46833,2023-11-21,São Tomé and Príncipe,Namibia,0.0,2.0,FIFA World Cup qualification,Agadir,Morocco,True
46834,2023-11-21,Comoros,Ghana,1.0,0.0,FIFA World Cup qualification,Moroni,Comoros,False
46835,2023-11-21,Austria,Germany,2.0,0.0,Friendly,Vienna,Austria,False
46836,2023-11-21,Poland,Latvia,2.0,0.0,Friendly,Warsaw,Poland,False
46837,2023-11-21,Republic of Ireland,New Zealand,1.0,1.0,Friendly,Dublin,Republic of Ireland,False
46838,2023-11-21,Gibraltar,Netherlands,0.0,6.0,UEFA Euro qualification,Faro-Loulé,Portugal,True
46839,2023-11-21,Greece,France,2.0,2.0,UEFA Euro qualification,Athens,Greece,False
46840,2023-11-21,Wales,Turkey,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False
46841,2023-11-21,Croatia,Armenia,1.0,0.0,UEFA Euro qualification,Zagreb,Croatia,False
46842,2023-11-21,Andorra,Israel,0.0,2.0,UEFA Euro qualification,Andorra la Vella,Andorra,False
46843,2023-11-21,Kosovo,Belarus,0.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False
46844,2023-11-21,Romania,Switzerland,1.0,0.0,UEFA Euro qualification,Bucharest,Romania,False
46845,2023-11-21,Tonga,Cook Islands,1.0,2.0,Pacific Games,Honiara,Solomon Islands,True
46846,2023-11-21,Fiji,Tahiti,0.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46847,2023-11-23,Vanuatu,Papua New Guinea,1.0,1.0,Pacific Games,Honiara,Solomon Islands,True
46848,2023-11-23,Solomon Islands,American Samoa,11.0,0.0,Pacific Games,Honiara,Solomon Islands,False
46849,2023-11-24,Cook Islands,New Caledonia,0.0,8.0,Pacific Games,Honiara,Solomon Islands,True
46850,2023-11-24,Northern Mariana Islands,Tahiti,0.0,5.0,Pacific Games,Honiara,Solomon Islands,True
46851,2023-11-27,Northern Mariana Islands,American Samoa,4.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46852,2023-11-27,Tonga,Tuvalu,0.0,4.0,Pacific Games,Honiara,Solomon Islands,True
46853,2023-11-27,Tahiti,Samoa,2.0,1.0,Pacific Games,Honiara,Solomon Islands,True
46854,2023-11-27,Cook Islands,Papua New Guinea,0.0,3.0,Pacific Games,Honiara,Solomon Islands,True
46855,2023-11-28,New Caledonia,Vanuatu,1.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46856,2023-11-28,Solomon Islands,Fiji,2.0,0.0,Pacific Games,Honiara,Solomon Islands,False
46857,2023-11-30,American Samoa,Tonga,2.0,6.0,Pacific Games,Honiara,Solomon Islands,True
46858,2023-11-30,Northern Mariana Islands,Tuvalu,1.0,4.0,Pacific Games,Honiara,Solomon Islands,True
46859,2023-11-30,Samoa,Cook Islands,3.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46860,2023-11-30,Tahiti,Papua New Guinea,2.0,0.0,Pacific Games,Honiara,Solomon Islands,True
46861,2023-12-01,Vanuatu,Fiji,2.0,4.0,Pacific Games,Honiara,Solomon Islands,True
46862,2023-12-02,Solomon Islands,New Caledonia,2.0,2.0,Pacific Games,Honiara,Solomon Islands,False
46863,2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,Los Angeles,United States,True
46864,2024-01-01,Japan,Thailand,5.0,0.0,Friendly,Tokyo,Japan,False
46865,2024-01-01,China,Hong Kong,1.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
46866,2024-01-02,Indonesia,Libya,0.0,4.0,Friendly,Antalya,Turkey,True
46867,2024-01-04,Tajikistan,Hong Kong,2.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
46868,2024-01-04,Saudi Arabia,Lebanon,1.0,0.0,Friendly,Doha,Qatar,True
46869,2024-01-05,Indonesia,Libya,1.0,2.0,Friendly,Antalya,Turkey,True
46870,2024-01-05,Iran,Burkina Faso,2.0,1.0,Friendly,Kish,Iran,False
46871,2024-01-05,Kyrgyzstan,Syria,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
46872,2024-01-05,Qatar,Jordan,1.0,2.0,Friendly,Al Rayyan,Qatar,False
46873,2024-01-05,Togo,Algeria,0.0,3.0,Friendly,Lomé,Togo,False
46874,2024-01-06,DR Congo,Angola,0.0,0.0,Friendly,Dubai,United Arab Emirates,True
46875,2024-01-06,Iraq,South Korea,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
46876,2024-01-06,Bahrain,Australia,0.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,True
46877,2024-01-06,Mozambique,Lesotho,2.0,0.0,Friendly,Johannesburg,South Africa,True
46878,2024-01-06,United Arab Emirates,Oman,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False
46879,2024-01-06,Ivory Coast,Sierra Leone,5.0,1.0,Friendly,San-Pédro,Ivory Coast,False
46880,2024-01-06,Tunisia,Mauritania,0.0,0.0,Friendly,Radès,Tunisia,False
46881,2024-01-06,Mali,Guinea-Bissau,6.0,2.0,Friendly,Bamako,Mali,False
46882,2024-01-07,Uzbekistan,Palestine,1.0,0.0,Friendly,Doha,Qatar,True
46883,2024-01-07,Egypt,Tanzania,2.0,0.0,Friendly,Cairo,Egypt,False
